-79.7234664077,8.12556136798,101.949052506
76.0113857906,77.8740803243,69.5108460553
100.44241597,4.98164546815,-118.646614079
-82.1060532501,-149.933250959,-36.9670223575
-142.739701038,125.615586962,-122.01925347
98.0664114607,-26.0032631641,-32.7865159122
108.390107876,32.5883770331,95.4239621029
2.16039927502,103.474535224,129.9538554
-41.851080277,-82.983791453,-98.9245449572
-121.920639291,134.485841529,-46.1918280284
23.2200308248,-35.2880013101,-108.592651624
-52.4480350493,59.4623444778,-21.9743408345
-32.8161872813,63.7870013995,125.218141934
120.869762565,98.1949648614,-18.4165619215
26.5320711561,107.209155687,-53.0296664832
5.70582721466,51.189245321,46.1322206812
-127.246993285,44.7151908212,56.4435199186
26.9537665434,2.85037996137,142.456305602
123.406720354,123.289338856,-92.9193737025
-1.64326970754,99.2335222985,61.9807992217
75.7133780651,-21.4226512961,-22.116980366
63.9510505762,37.6919746742,-129.474879384
133.980471992,-56.1274970942,84.9639855098
76.232436603,-14.6357713397,139.90086103
-124.369578147,128.101225413,148.221140609
112.60966691,64.5973602991,-12.1662524543
63.8176668344,-127.610136819,144.787699629
-99.8137046358,68.375252192,20.3965110388
-13.3928776455,19.5048769756,-135.037696364
-79.4383583119,89.6418814897,89.4260818076
24.9970381515,90.9049750521,11.3889831578
-144.229043132,-102.030334414,-66.8415185795
-80.8313621296,104.361310555,26.9077135932
56.7665029141,98.216375495,15.8643621944
49.844111757,16.3939046281,88.8245939365
93.0718688968,-45.5444965754,-25.5603485745
125.644645901,84.8455293128,96.6250608169
7.01906564499,122.538539649,87.092849238
55.4977110571,57.1639311926,-34.6097780271
73.591192746,-44.8017218881,95.2686578729
-121.122292592,82.9320024995,-121.479514629
-28.3519795393,104.85166936,-16.6925259835
66.8443390353,118.22143065,20.3512277376
55.1938885146,97.8327297008,71.185851683
17.1542421371,-15.8087619145,-8.21407866668
29.974845925,-8.92140498486,-41.9178106548
127.61616157,96.8311399189,-125.180280978
98.0939271461,-74.3666258535,100.599656011
144.106544591,-67.3570361279,-38.1759229948
-15.0463059385,-27.5452346172,143.608895345
58.7688825808,-38.9760859336,-120.981260834
-88.4358296277,28.9102976772,-94.4574956973
66.303205719,102.73960046,-133.117564301
26.1101466434,105.8636103,-72.1617945447
-81.3198578136,1.2947252801,42.1678917302
3.95027816152,-71.3285815239,-128.660312864
-9.86040223979,66.4269367977,38.6647392759
-58.7589243532,-138.461176189,6.4280632868
93.4611395214,-64.8514529078,-72.4080517637
87.7095853094,26.7755690449,33.003031955
-140.119757968,-14.4831917564,-42.0249268575
13.5933618251,122.88325637,108.896029959
-48.1339590987,-73.8331959509,-57.8441632193
63.7758805526,-60.4494449797,-7.35463490805
120.417850941,69.7621468945,-74.8977236873
-59.5885844277,33.0924295973,-47.756738659
-136.033621212,65.7656941617,-44.615897743
-130.911139759,-91.0709796161,75.0924604069
-73.8003399962,-114.93761408,-43.9122512989
90.7017091727,17.8367999098,-134.136075548
149.192835055,-95.4870328515,22.2166899827
-117.051150571,141.673524949,-135.959387138
-67.6719715586,110.193954467,134.449529946
48.9114089199,40.3285154704,-147.288031711
128.929202716,-8.68156609957,-117.893485351
73.4577348346,99.7219509764,-0.852969010053
108.88008826,-6.39917303033,33.8538207503
-109.218675536,72.5353910644,147.490824578
44.7261389892,-45.2784695411,5.47880556211
124.503913276,-8.97439149287,129.158867915
110.573779988,83.3788436562,53.3553239581
-15.0505931781,149.56250294,-48.2044618459
24.0085626574,107.975134298,-65.9589547201
-118.010926178,11.7571580822,59.234307065
13.5260388622,60.4958809362,-52.7579719802
104.960825174,-92.3186937721,29.1568677705
-111.045817291,118.150171547,15.3954931574
108.082987341,144.174542258,-113.459194633
-32.3290584502,-111.238977492,-24.3562793401
-3.980070285,114.555034687,15.5796930104
-111.187018629,142.963551962,-53.1256010601
149.891487801,51.3015769752,-18.86031928
-59.4026360699,-81.0294818055,-32.1241719178
122.08627682,49.9402263099,-27.8097413985
-120.892654415,-63.4163686418,23.5012783647
12.0305758625,43.6865405264,128.365500228
-18.3519514405,-29.3866298353,147.958905859
-105.662418038,-59.0205125879,49.1921572105
6.19486023753,132.734969704,69.1771086173
-138.343085356,95.2718275821,-45.4021109898
